duration,count
33.41805856095761,5889.97839992771
-57805.992666747254,0.8037926664711835
-57440.133485151535,0.5497985325253831
-56344.87377571676,0.5625269497690566
-55979.2274167096,2.557054165431529
-55614.30781546753,1.2450637187698408
-55248.21900960123,1.5309464244242998
-54519.24544545435,0.8278705304746674
-54152.18378523563,0.5113317789378465
-53787.74235707446,2.1547140829265343
-53424.11774102069,0.9530795824119029
-51595.88324856212,1.5673023700873607
-51231.16653726532,0.4539340586010926
-50866.28925541182,0.12321391531190129
-50501.09063177287,1.4340598694214377
-49768.84291335676,1.3638025597511978
-49405.23367887797,1.4926634767730773
-49040.63249099681,0.9590958298496964
-48674.01820017193,0.959448793817745
-48308.814874243115,0.9235275958683926
-47944.12586889144,1.1278543083671373
-47213.717464486326,0.518455392355937
-46849.462866840506,0.8776500175246718
-46483.08345246793,1.1988738132842804
-46118.08797306151,0.7368125386778939
-45752.10974337212,0.8107956467654541
-45020.16754882426,0.7194277671290772
-44657.006451684116,0.4591459575665864
-44291.24926092147,1.3296018803100154
-43926.83586781343,0.9895758080393527
-43196.02694999049,0.9399642341124881
-42830.00341205368,0.2267426205866434
-42465.59306358823,1.0811339551431125
-42100.57670637079,1.8462640413227325
-41735.872253155154,-0.474723782500585
-41369.33220752082,1.1389689296860646
-41003.985342278276,0.6499879518315661
-40638.564870480324,0.13412507231775095
-39545.114724095605,1.4142327833866237
-37716.98950440943,1.5644114559643505
-37351.78520625005,1.3473394054991923
-36621.720196321665,0.8782782349490031
-36256.841257181404,2.5220740301191844
-35888.53369010849,1.96940136454713
-35525.08854758941,1.614742874058186
-35159.19609392341,1.1044763471377188
-34794.9499524913,2.682056171491623
-32602.987145421044,1.3645650495487385
-32237.814133560198,1.3022978621994006
-30776.633886303454,0.42275446916654946
-27491.138057798755,1.3742496324392341
-20551.120616959775,1.5483044287583705
-19820.853830154094,0.7086435271979762
-18224.712899182417,1.0214420151661983
-14707.418227113141,0.8934933703050371
-6306.376024182848,1.4481476969302909
-1193.675639792357,0.7576334891956417
-1097.0324596156597,9.426725850205024
-730.457262149051,7.894703763142208
-423.37740066910163,0.3346214243304042
-366.0186372649581,5.081925084765108
-346.57221595502824,18.808240974493742
-345.934209097698,3.5412591003319505
-343.8227496622394,10.743558493524118
-343.13447859742496,0.5375352075690718
-337.96578095833917,4.119827637680336
-335.54962997833235,2.2435713028903463
-331.05801374084706,2.8161553385459235
-325.5232155316353,2.9949781938946707
-312.785411113637,0.9248801815325044
-295.5677694554886,3.3287285500584214
-297.7694900044972,2.043574871390918
-294.62941854101905,1.402508726183175
-294.18409669577727,2.154381250751756
-287.0248721574125,1.3049031734532994
-283.88294923651995,0.722156309869391
-281.6594582792199,0.5615281971569783
-277.6270310914718,2.1014972263106797
-275.6089605031434,2.279836438959684
-275.0314791259764,1.330439918552409
-271.33725244026766,0.9357690282609434
-270.6160664071193,4.594599515117106
-267.80866094489073,1.0290744321781906
-262.7173839588532,2.626690627996966
-262.2154655952807,-0.35350713892605046
-261.92752315868813,-0.03325134426990828
-261.70949327756466,1.2338922728371833
-257.95166615422,1.692418710013967
-250.16368545765707,1.1123148756580883
-250.93101160677503,3.123039405408999
-245.7880392787655,1.5767027615160232
-243.35013481664794,1.5808282171138446
-240.96683010313572,1.4888149239856336
-239.41666860174684,4.032900169206672
-238.08468797307654,1.5292011752286956
-234.52497877907342,0.6689062179019806
-229.7945764420637,1.9965758237400588
-229.20496546611582,1.3684707002353091
-221.5036371738751,0.6593187180567466
-220.25733105523022,1.8537346721605523
-218.02513251255866,-1.4696030991754352
-214.83915207035287,1.0518039161931627
-214.26724277227356,1.2871185451421847
-212.63078083247336,1.0289491716742827
-203.34929106889652,0.952119055047689
-198.07407841015186,0.6534884852414349
-195.5860773705247,4.022940840830331
-193.74436317969824,2.999452161536775
-190.23553086522668,1.4408338159777518
-188.77952319172135,0.05358592107726645
-189.53247885808517,1.0861785838415283
-187.58864989148023,0.5849235344276658
-186.41059906455138,2.3065958154155988
-173.31783335943655,2.0023187227764545
-141.25849785701988,2.663131159846623
-138.63734183163737,0.9976931777524456
-132.99325144307468,2.9339213606715466
-130.34767735167813,-0.7058993461888625
-109.06718271638668,1.4335238996401034
-102.79193169740513,0.9966053667078927
